batter,phase,outcome,n,total_n,probability_raw,fallback_probability,probability
DJ Willey,powerplay,Wd,1.0,12.0,0.08333333333333333,0.03486563072990943,0.04605048517685341
DJ Willey,powerplay,Nb,0.0,12.0,0.0,0.003769007093512122,0.0028992362257785555
DJG Sammy,death,0,68.0,284.0,0.23943661971830985,0.21696977459016392,0.23666293513458814
DJG Sammy,death,1,81.0,284.0,0.2852112676056338,0.37083760245901637,0.29578242005666866
DJG Sammy,death,2,32.0,284.0,0.11267605633802817,0.08837090163934426,0.1096754199554746
DJG Sammy,death,3,0.0,284.0,0.0,0.002651127049180328,0.00032729963570127507
DJG Sammy,death,4,31.0,284.0,0.10915492957746478,0.11151383196721311,0.10944615209471766
DJG Sammy,death,6,21.0,284.0,0.07394366197183098,0.07952100409836066,0.07463222272819267
DJG Sammy,death,W,28.0,284.0,0.09859154929577464,0.08016137295081967,0.09631621888281724
DJG Sammy,death,Wd,22.0,284.0,0.07746478873239436,0.04340420081967213,0.07325977787897187
DJG Sammy,death,Nb,1.0,284.0,0.0035211267605633804,0.006570184426229508,0.0038975536328678404
DJG Sammy,middle,0,63.0,170.0,0.37058823529411766,0.2808889845966761,0.3535026637327002
DJG Sammy,middle,1,71.0,170.0,0.4176470588235294,0.4414331678151601,0.4221777462505067
DJG Sammy,middle,2,9.0,170.0,0.052941176470588235,0.06664217673287394,0.0555508908062617
DJG Sammy,middle,3,1.0,170.0,0.0058823529411764705,0.002286430887717876,0.005197415407184358
DJG Sammy,middle,4,6.0,170.0,0.03529411764705882,0.08739739562221321,0.04521855154708823
DJG Sammy,middle,6,10.0,170.0,0.058823529411764705,0.048281059991892986,0.056815439998455806
DJG Sammy,middle,W,7.0,170.0,0.041176470588235294,0.04221980137819214,0.04137520026251278
DJG Sammy,middle,Wd,3.0,170.0,0.01764705882352941,0.028171868666396434,0.019651784507885035
DJG Sammy,middle,Nb,0.0,170.0,0.0,0.002679114308877179,0.000510307487405177
DJG Sammy,powerplay,0,1.0,4.0,0.25,0.4228881521678736,0.40717104742533966
DJG Sammy,powerplay,1,0.0,4.0,0.0,0.25764450947345025,0.23422228133950024
DJG Sammy,powerplay,2,0.0,4.0,0.0,0.04384827662845184,0.039862069662228945
DJG Sammy,powerplay,3,0.0,4.0,0.0,0.005028429611245902,0.004571299646587184
DJG Sammy,powerplay,4,2.0,4.0,0.5,0.15223269683107069,0.18384790621006425
DJG Sammy,powerplay,6,0.0,4.0,0.0,0.040523771600022226,0.03683979236365657
DJG Sammy,powerplay,W,0.0,4.0,0.0,0.03919952586446391,0.0356359326040581
DJG Sammy,powerplay,Wd,1.0,4.0,0.25,0.03486563072990943,0.05442330066355403
DJG Sammy,powerplay,Nb,0.0,4.0,0.0,0.003769007093512122,0.00342637008501102
DJM Short,death,0,0.0,12.0,0.0,0.21696977459016392,0.1668998266078184
DJM Short,death,1,5.0,12.0,0.4166666666666667,0.37083760245901637,0.38141354035308955
DJM Short,death,2,1.0,12.0,0.08333333333333333,0.08837090163934426,0.08720838587641867
DJM Short,death,3,0.0,12.0,0.0,0.002651127049180328,0.002039328499369483
DJM Short,death,4,1.0,12.0,0.08333333333333333,0.11151383196721311,0.10501063997477932
DJM Short,death,6,0.0,12.0,0.0,0.07952100409836066,0.061170003152585126
DJM Short,death,W,3.0,12.0,0.25,0.08016137295081967,0.11935490226986128
DJM Short,death,Wd,2.0,12.0,0.16666666666666666,0.04340420081967213,0.07184938524590165
DJM Short,death,Nb,0.0,12.0,0.0,0.006570184426229508,0.005053988020176545
DJM Short,middle,0,46.0,159.0,0.2893081761006289,0.2808889845966761,0.2876158763008394
DJM Short,middle,1,72.0,159.0,0.4528301886792453,0.4414331678151601,0.45053933021410253
DJM Short,middle,2,7.0,159.0,0.0440251572327044,0.06664217673287394,0.0485712918056028
DJM Short,middle,3,0.0,159.0,0.0,0.002286430887717876,0.0004595840980337439
DJM Short,middle,4,16.0,159.0,0.10062893081761007,0.08739739562221321,0.09796932575320869
DJM Short,middle,6,7.0,159.0,0.0440251572327044,0.048281059991892986,0.04488061507374733
DJM Short,middle,W,8.0,159.0,0.050314465408805034,0.04221980137819214,0.048687397261948165
DJM Short,middle,Wd,3.0,159.0,0.018867924528301886,0.028171868666396434,0.02073806405354702
DJM Short,middle,Nb,0.0,159.0,0.0,0.002679114308877179,0.0005385154389702872
DJM Short,powerplay,0,106.0,252.0,0.42063492063492064,0.4228881521678736,0.4209435824887498
DJM Short,powerplay,1,73.0,252.0,0.2896825396825397,0.25764450947345025,0.2852937684210206
DJM Short,powerplay,2,8.0,252.0,0.031746031746031744,0.04384827662845184,0.03340387351074683
DJM Short,powerplay,3,1.0,252.0,0.003968253968253968,0.005028429611245902,0.0041134835083898496
DJM Short,powerplay,4,39.0,252.0,0.15476190476190477,0.15223269683107069,0.1544154379220645
DJM Short,powerplay,6,5.0,252.0,0.01984126984126984,0.040523771600022226,0.022674489260277018
DJM Short,powerplay,W,11.0,252.0,0.04365079365079365,0.03919952586446391,0.043041030940337524
DJM Short,powerplay,Wd,9.0,252.0,0.03571428571428571,0.03486563072990943,0.03559803160683691
DJM Short,powerplay,Nb,0.0,252.0,0.0,0.003769007093512122,0.0005163023415770031
DL Chahar,death,0,19.0,70.0,0.2714285714285714,0.21696977459016392,0.2516253725782414
DL Chahar,death,1,23.0,70.0,0.32857142857142857,0.37083760245901637,0.34394094634873323
DL Chahar,death,2,8.0,70.0,0.11428571428571428,0.08837090163934426,0.10486214605067064
DL Chahar,death,3,0.0,70.0,0.0,0.002651127049180328,0.0009640461997019374
DL Chahar,death,4,6.0,70.0,0.08571428571428572,0.11151383196721311,0.09509593889716841
DL Chahar,death,6,7.0,70.0,0.1,0.07952100409836066,0.09255309239940387
DL Chahar,death,W,6.0,70.0,0.08571428571428572,0.08016137295081967,0.08369504470938897
DL Chahar,death,Wd,1.0,70.0,0.014285714285714285,0.04340420081967213,0.02487425484351714
DL Chahar,death,Nb,0.0,70.0,0.0,0.006570184426229508,0.002389157973174367
DL Chahar,middle,0,14.0,52.0,0.2692307692307692,0.2808889845966761,0.274299558520294
DL Chahar,middle,1,19.0,52.0,0.36538461538461536,0.4414331678151601,0.3984492033978957
DL Chahar,middle,2,4.0,52.0,0.07692307692307693,0.06664217673287394,0.07245312031864085
DL Chahar,middle,3,0.0,52.0,0.0,0.002286430887717876,0.0009941003859642939
DL Chahar,middle,4,4.0,52.0,0.07692307692307693,0.08739739562221321,0.08147712853139705
DL Chahar,middle,6,6.0,52.0,0.11538461538461539,0.048281059991892986,0.08620915651821434
DL Chahar,middle,W,4.0,52.0,0.07692307692307693,0.04221980137819214,0.06183469625138789
DL Chahar,middle,Wd,1.0,52.0,0.019230769230769232,0.028171868666396434,0.023118203767998446
DL Chahar,middle,Nb,0.0,52.0,0.0,0.002679114308877179,0.001164832308207469
DL Vettori,death,0,31.0,123.0,0.25203252032520324,0.21696977459016392,0.24342816554359853
DL Vettori,death,1,56.0,123.0,0.45528455284552843,0.37083760245901637,0.4345613748365684
DL Vettori,death,2,8.0,123.0,0.06504065040650407,0.08837090163934426,0.07076586543296792
DL Vettori,death,3,3.0,123.0,0.024390243902439025,0.002651127049180328,0.01905549130041235
DL Vettori,death,4,11.0,123.0,0.08943089430894309,0.11151383196721311,0.09485002011465353
DL Vettori,death,6,1.0,123.0,0.008130081300813009,0.07952100409836066,0.025649326159106912
DL Vettori,death,W,8.0,123.0,0.06504065040650407,0.08016137295081967,0.06875125716584532
DL Vettori,death,Wd,4.0,123.0,0.032520325203252036,0.04340420081967213,0.03519121492507292
DL Vettori,death,Nb,1.0,123.0,0.008130081300813009,0.006570184426229508,0.007747284521774113
DL Vettori,middle,0,32.0,118.0,0.2711864406779661,0.2808889845966761,0.2736427809105509
DL Vettori,middle,1,53.0,118.0,0.4491525423728814,0.4414331678151601,0.44719827033295195
DL Vettori,middle,2,8.0,118.0,0.06779661016949153,0.06664217673287394,0.06750434853996809
DL Vettori,middle,3,0.0,118.0,0.0,0.002286430887717876,0.0005788432627133863
DL Vettori,middle,4,8.0,118.0,0.06779661016949153,0.08739739562221321,0.07275883433473752
DL Vettori,middle,6,2.0,118.0,0.01694915254237288,0.048281059991892986,0.02488128101060582
DL Vettori,middle,W,8.0,118.0,0.06779661016949153,0.04221980137819214,0.06132146870333978
DL Vettori,middle,Wd,6.0,118.0,0.05084745762711865,0.028171868666396434,0.04510680219402441
DL Vettori,middle,Nb,1.0,118.0,0.00847457627118644,0.002679114308877179,0.007007370711108146
DL Vettori,powerplay,0,3.0,7.0,0.42857142857142855,0.4228881521678736,0.4237345975896797
DL Vettori,powerplay,1,1.0,7.0,0.14285714285714285,0.25764450947345025,0.24054851870080873
DL Vettori,powerplay,2,2.0,7.0,0.2857142857142857,0.04384827662845184,0.07987087372634198
DL Vettori,powerplay,3,0.0,7.0,0.0,0.005028429611245902,0.00427951456276247
DL Vettori,powerplay,4,0.0,7.0,0.0,0.15223269683107069,0.12955974198388995
DL Vettori,powerplay,6,0.0,7.0,0.0,0.040523771600022226,0.03448831625533807
DL Vettori,powerplay,W,1.0,7.0,0.14285714285714285,0.03919952586446391,0.05463789435273524
DL Vettori,powerplay,Wd,0.0,7.0,0.0,0.03486563072990943,0.029672877216944202
DL Vettori,powerplay,Nb,0.0,7.0,0.0,0.003769007093512122,0.0032076656114996783
DM Bravo,death,0,13.0,41.0,0.3170731707317073,0.21696977459016392,0.26763939485934024
DM Bravo,death,1,17.0,41.0,0.4146341463414634,0.37083760245901637,0.3930062234365513
DM Bravo,death,2,1.0,41.0,0.024390243902439025,0.08837090163934426,0.05598563043918235
DM Bravo,death,3,0.0,41.0,0.0,0.002651127049180328,0.0013091985428051003
DM Bravo,death,4,2.0,41.0,0.04878048780487805,0.11151383196721311,0.07975991702084598
DM Bravo,death,6,2.0,41.0,0.04878048780487805,0.07952100409836066,0.0639609896782028
DM Bravo,death,W,3.0,41.0,0.07317073170731707,0.08016137295081967,0.076622900222627
DM Bravo,death,Wd,3.0,41.0,0.07317073170731707,0.04340420081967213,0.058471210281319574
DM Bravo,death,Nb,0.0,41.0,0.0,0.006570184426229508,0.003244535519125683
DM Bravo,middle,0,76.0,218.0,0.3486238532110092,0.2808889845966761,0.3381223231932831
DM Bravo,middle,1,85.0,218.0,0.38990825688073394,0.4414331678151601,0.39789661516514113
DM Bravo,middle,2,12.0,218.0,0.05504587155963303,0.06664217673287394,0.05684374833067813
DM Bravo,middle,3,0.0,218.0,0.0,0.002286430887717876,0.0003544854089485079
DM Bravo,middle,4,16.0,218.0,0.07339449541284404,0.08739739562221321,0.07556548769336639
DM Bravo,middle,6,9.0,218.0,0.04128440366972477,0.048281059991892986,0.04236915658789039
DM Bravo,middle,W,9.0,218.0,0.04128440366972477,0.04221980137819214,0.04142942657026234
DM Bravo,middle,Wd,11.0,218.0,0.05045871559633028,0.028171868666396434,0.047003390490914176
DM Bravo,middle,Nb,0.0,218.0,0.0,0.002679114308877179,0.00041536655951584167
DM Bravo,powerplay,0,28.0,59.0,0.4745762711864407,0.4228881521678736,0.4536921826940904
DM Bravo,powerplay,1,18.0,59.0,0.3050847457627119,0.25764450947345025,0.28591697352462636
DM Bravo,powerplay,2,1.0,59.0,0.01694915254237288,0.04384827662845184,0.027817485506445184
DM Bravo,powerplay,3,1.0,59.0,0.01694915254237288,0.005028429611245902,0.012132698832826626
DM Bravo,powerplay,4,5.0,59.0,0.0847457627118644,0.15223269683107069,0.11201321084083664
DM Bravo,powerplay,6,1.0,59.0,0.01694915254237288,0.040523771600022226,0.026474251151524134
DM Bravo,powerplay,W,2.0,59.0,0.03389830508474576,0.03919952586446391,0.03604021247049047
DM Bravo,powerplay,Wd,3.0,59.0,0.05084745762711865,0.03486563072990943,0.044390153830266434
DM Bravo,powerplay,Nb,0.0,59.0,0.0,0.003769007093512122,0.0015228311488937867
DP Conway,death,0,20.0,141.0,0.14184397163120568,0.21696977459016392,0.1584463590254506
DP Conway,death,1,59.0,141.0,0.41843971631205673,0.37083760245901637,0.40791991214563894
DP Conway,death,2,14.0,141.0,0.09929078014184398,0.08837090163934426,0.09687754732361199
DP Conway,death,3,1.0,141.0,0.0070921985815602835,0.002651127049180328,0.006110746309211122
DP Conway,death,4,23.0,141.0,0.16312056737588654,0.11151383196721311,0.15171576397065484
DP Conway,death,6,7.0,141.0,0.04964539007092199,0.07952100409836066,0.0562477357123449
DP Conway,death,W,9.0,141.0,0.06382978723404255,0.08016137295081967,0.06743897744769495
DP Conway,death,Wd,5.0,141.0,0.03546099290780142,0.04340420081967213,0.03721639797119826
DP Conway,death,Nb,3.0,141.0,0.02127659574468085,0.006570184426229508,0.018026560094194368
DP Conway,middle,0,140.0,656.0,0.21341463414634146,0.2808889845966761,0.2172924703791193
DP Conway,middle,1,321.0,656.0,0.4893292682926829,0.4414331678151601,0.48657661883995174
DP Conway,middle,2,50.0,656.0,0.07621951219512195,0.06664217673287394,0.07566909061683183
DP Conway,middle,3,5.0,656.0,0.007621951219512195,0.002286430887717876,0.007315312119983786
DP Conway,middle,4,70.0,656.0,0.10670731707317073,0.08739739562221321,0.105597551472541
DP Conway,middle,6,36.0,656.0,0.054878048780487805,0.048281059991892986,0.05449891149378695
DP Conway,middle,W,18.0,656.0,0.027439024390243903,0.04221980137819214,0.028288494332080007
DP Conway,middle,Wd,14.0,656.0,0.021341463414634148,0.028171868666396434,0.0217340154405975
DP Conway,middle,Nb,2.0,656.0,0.003048780487804878,0.002679114308877179,0.0030275353051078843
DP Conway,powerplay,0,267.0,673.0,0.3967310549777117,0.4228881521678736,0.39819849381025935
DP Conway,powerplay,1,200.0,673.0,0.2971768202080238,0.25764450947345025,0.2949590187642889
DP Conway,powerplay,2,36.0,673.0,0.05349182763744428,0.04384827662845184,0.05295081495811792
DP Conway,powerplay,3,2.0,673.0,0.0029717682020802376,0.005028429611245902,0.003087148926297105
DP Conway,powerplay,4,99.0,673.0,0.14710252600297177,0.15223269683107069,0.14739033362306148
DP Conway,powerplay,6,22.0,673.0,0.03268945022288262,0.040523771600022226,0.03312896334361976
DP Conway,powerplay,W,21.0,673.0,0.031203566121842496,0.03919952586446391,0.03165214731357441
DP Conway,powerplay,Wd,25.0,673.0,0.03714710252600297,0.03486563072990943,0.03701910971836799
DP Conway,powerplay,Nb,1.0,673.0,0.0014858841010401188,0.003769007093512122,0.0016139695424130223
DP Nannes,death,0,8.0,16.0,0.5,0.21696977459016392,0.29783555327868855
DP Nannes,death,1,3.0,16.0,0.1875,0.37083760245901637,0.3184554303278689
DP Nannes,death,2,1.0,16.0,0.0625,0.08837090163934426,0.08097921545667448
DP Nannes,death,3,0.0,16.0,0.0,0.002651127049180328,0.0018936621779859484
DP Nannes,death,4,0.0,16.0,0.0,0.11151383196721311,0.07965273711943795
DP Nannes,death,6,1.0,16.0,0.0625,0.07952100409836066,0.07465786007025763
DP Nannes,death,W,2.0,16.0,0.125,0.08016137295081967,0.09297240925058547
DP Nannes,death,Wd,1.0,16.0,0.0625,0.04340420081967213,0.048860143442622954
DP Nannes,death,Nb,0.0,16.0,0.0,0.006570184426229508,0.00469298887587822
DP Nannes,middle,0,2.0,4.0,0.5,0.2808889845966761,0.3008081678151601
DP Nannes,middle,1,2.0,4.0,0.5,0.4414331678151601,0.4467574252865092
DP Nannes,middle,2,0.0,4.0,0.0,0.06664217673287394,0.060583797029885395
DP Nannes,middle,3,0.0,4.0,0.0,0.002286430887717876,0.0020785735342889783
DP Nannes,middle,4,0.0,4.0,0.0,0.08739739562221321,0.07945217783837565
DP Nannes,middle,6,0.0,4.0,0.0,0.048281059991892986,0.04389187271990271
DP Nannes,middle,W,0.0,4.0,0.0,0.04221980137819214,0.03838163761653831
DP Nannes,middle,Wd,0.0,4.0,0.0,0.028171868666396434,0.02561078969672403
DP Nannes,middle,Nb,0.0,4.0,0.0,0.002679114308877179,0.0024355584626156172
DPMD Jayawardene,death,0,57.0,288.0,0.19791666666666666,0.21696977459016392,0.20024021641343465
DPMD Jayawardene,death,1,120.0,288.0,0.4166666666666667,0.37083760245901637,0.41107775639744104
DPMD Jayawardene,death,2,31.0,288.0,0.1076388888888889,0.08837090163934426,0.1052891343462615
DPMD Jayawardene,death,3,1.0,288.0,0.003472222222222222,0.002651127049180328,0.0033720886645341864
DPMD Jayawardene,death,4,42.0,288.0,0.14583333333333334,0.11151383196721311,0.14164802828868453
DPMD Jayawardene,death,6,9.0,288.0,0.03125,0.07952100409836066,0.037136707816873255
DPMD Jayawardene,death,W,15.0,288.0,0.052083333333333336,0.08016137295081967,0.05550748450619752
DPMD Jayawardene,death,Wd,11.0,288.0,0.03819444444444445,0.04340420081967213,0.038829780587764894
DPMD Jayawardene,death,Nb,2.0,288.0,0.006944444444444444,0.006570184426229508,0.006898802978808477
DPMD Jayawardene,middle,0,290.0,912.0,0.31798245614035087,0.2808889845966761,0.3164239069158267
DPMD Jayawardene,middle,1,389.0,912.0,0.42653508771929827,0.4414331678151601,0.4271610574712252
DPMD Jayawardene,middle,2,64.0,912.0,0.07017543859649122,0.06664217673287394,0.07002698221566697
DPMD Jayawardene,middle,3,3.0,912.0,0.003289473684210526,0.002286430887717876,0.003247329028895709
DPMD Jayawardene,middle,4,80.0,912.0,0.08771929824561403,0.08739739562221321,0.08770577292530309
DPMD Jayawardene,middle,6,21.0,912.0,0.023026315789473683,0.048281059991892986,0.024087439495457687
DPMD Jayawardene,middle,W,34.0,912.0,0.03728070175438596,0.04221980137819214,0.037488226948663536
DPMD Jayawardene,middle,Wd,30.0,912.0,0.03289473684210526,0.028171868666396434,0.03269629700278977
DPMD Jayawardene,middle,Nb,1.0,912.0,0.0010964912280701754,0.002679114308877179,0.00116298799617131
DPMD Jayawardene,powerplay,0,311.0,731.0,0.42544459644322846,0.4228881521678736,0.4253119663900323
DPMD Jayawardene,powerplay,1,180.0,731.0,0.24623803009575923,0.25764450947345025,0.2468298059389598
DPMD Jayawardene,powerplay,2,24.0,731.0,0.03283173734610123,0.04384827662845184,0.03340328283416093
DPMD Jayawardene,powerplay,3,3.0,731.0,0.004103967168262654,0.005028429611245902,0.00415192890330718
DPMD Jayawardene,powerplay,4,130.0,731.0,0.17783857729138167,0.15223269683107069,0.17651012694324622
DPMD Jayawardene,powerplay,6,19.0,731.0,0.025991792065663474,0.040523771600022226,0.0267457209649817
DPMD Jayawardene,powerplay,W,33.0,731.0,0.04514363885088919,0.03919952586446391,0.04483525426015377
DPMD Jayawardene,powerplay,Wd,30.0,731.0,0.04103967168262654,0.03486563072990943,0.04071935827392526
DPMD Jayawardene,powerplay,Nb,1.0,731.0,0.0013679890560875513,0.003769007093512122,0.001492555491232795
DR Martyn,death,0,1.0,12.0,0.08333333333333333,0.21696977459016392,0.18613059583858765
DR Martyn,death,1,4.0,12.0,0.3333333333333333,0.37083760245901637,0.36218277112232033
DR Martyn,death,2,1.0,12.0,0.08333333333333333,0.08837090163934426,0.08720838587641867
DR Martyn,death,3,1.0,12.0,0.08333333333333333,0.002651127049180328,0.021270097730138715
DR Martyn,death,4,1.0,12.0,0.08333333333333333,0.11151383196721311,0.10501063997477932
DR Martyn,death,6,2.0,12.0,0.16666666666666666,0.07952100409836066,0.09963154161412359
DR Martyn,death,W,1.0,12.0,0.08333333333333333,0.08016137295081967,0.08089336380832282
DR Martyn,death,Wd,1.0,12.0,0.08333333333333333,0.04340420081967213,0.05261861601513241
DR Martyn,death,Nb,0.0,12.0,0.0,0.006570184426229508,0.005053988020176545
DR Martyn,middle,0,1.0,18.0,0.05555555555555555,0.2808889845966761,0.21095792041150077
DR Martyn,middle,1,15.0,18.0,0.8333333333333334,0.4414331678151601,0.5630573571139036
DR Martyn,middle,2,0.0,18.0,0.0,0.06664217673287394,0.04596012188474065
DR Martyn,middle,3,0.0,18.0,0.0,0.002286430887717876,0.0015768488880812939
DR Martyn,middle,4,1.0,18.0,0.05555555555555555,0.08739739562221321,0.07751544525669876
DR Martyn,middle,6,0.0,18.0,0.0,0.048281059991892986,0.03329728275302964
